Data: time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
26044.636847456,31.80479088,-99.20837555,14245.4,0.17,13.1,0x32e
26044.817553939,31.80883342,-99.1782822,9467.68,0.25,8.5,0x32a
26044.911054708,31.84789939,-99.23995456,17128.63,0.41,11.7,0x32a
26044.938975056,31.76714309,-99.12693631,10519.12,0.17,16.1,0x32e
26044.959230908,31.87345732,-99.27700283,18702.47,0.1,12.6,0xa2a
26044.960844393,31.85005531,-99.24317533,16311.05,1.01,12.4,0x32a
26046.060966013,31.19969308,-100.15908023,13911.49,0.22,9.9,0xb2a
26046.10580081,31.24615432,-100.35926971,9509.75,1.94,11.9,0xb2a
26046.11374463,31.19242315,-100.27821927,15560.04,0.14,10.3,0xb2a
26046.165169746,31.28290838,-100.1880835,8172.14,0.71,11.0,0x32a
26046.17917584,31.23484185,-100.15706597,13087.39,0.13,16.1,0xb2a
26046.18751847,31.42907471,-100.26317346,8320.98,0.43,11.4,0x32a
26046.263406201,31.12068394,-100.28547021,9856.14,0.49,8.9,0xb2a
26046.304038081,31.15097566,-100.12255905,18482.68,0.04,10.3,0xb2a
26046.310740644,31.09900555,-100.26109692,16784.66,0.25,14.4,0xb2a
26046.31234455,31.68328653,-100.54370089,5800.75,1.0,13.6,0x32e
26046.351321097,31.1334694,-100.23082696,10152.37,0.4,10.7,0x32a
26046.399830813,31.07580383,-100.03730828,16805.69,0.51,12.3,0xb2a
26046.499921016,32.12008367,-100.85422305,156323.93,0.16,13.8,0xd60
26046.499989104,31.64187525,-100.47775193,16645.24,0.64,17.6,0x16c
26046.501897732,33.93358472,-101.43825373,6237.35,0.0,-5.3,0xb84
26046.517208199,31.28867721,-100.20452703,11949.26,0.42,10.6,0xb2a
26046.577552054,31.0245181,-99.8706024,21885.68,1.05,14.5,0xa2e
26046.592639581,30.69016646,-99.68829304,62690.65,0.02,17.1,0x368
26046.593860869,33.74026483,-101.65312174,9093.76,0.03,-8.2,0x932
26046.632666055,31.319083,-100.14121404,31446.68,0.42,8.7,0xa2a
26046.672369398,31.30680853,-100.12969188,16176.25,0.02,10.5,0x32a
26046.722631911,31.41023118,-100.21276928,48327.24,0.79,16.1,0xd22
26046.740601911,31.32419704,-100.15650333,17399.44,0.39,14.1,0xb2a
26046.772547567,32.10928978,-100.73205872,30428.78,0.22,8.7,0x70a
26046.775470634,31.3963432,-100.2340925,13047.71,0.16,12.5,0x30e
26046.793556737,31.50257987,-100.30966377,9150.18,0.92,13.9,0xa2a
26046.811560449,31.41706922,-100.24977305,24092.04,0.02,12.5,0xb28
26046.840052963,31.32746138,-100.17421668,23600.05,0.25,9.9,0x32a
26046.90748298,31.74369571,-100.51587881,12390.8,1.13,12.1,0x26a
26046.925391028,31.33648314,-100.3209451,14231.1,0.02,11.3,0xb2a
26046.93386072,31.32242164,-100.22488437,21770.02,0.63,8.2,0xa2a
26046.952986081,31.45018023,-100.28308813,16151.3,0.0,9.4,0x32a
26046.954195289,31.42894937,-100.27488077,13104.7,0.42,16.8,0xb6a
26046.979874612,31.45348334,-100.3085652,13372.54,0.13,14.2,0xb6e
26046.988931243,31.43480554,-100.29331485,13698.97,0.24,18.8,0xb6e
26046.99830854,31.57095105,-100.38789913,13735.36,0.5,15.6,0x36e
26047.008662307,31.43744076,-100.30150444,15995.17,0.33,11.5,0xb2a
26047.012098467,31.45022427,-100.29770423,13801.84,0.13,11.7,0xb2e
26047.022641758,31.45913334,-100.29370302,12679.95,0.2,12.8,0xb2e
26047.02760213,31.46053209,-100.28523326,13398.01,0.76,9.8,0x32a
26047.032414865,31.46555615,-100.29655143,12635.28,0.4,11.8,0xb2a
26047.039384537,31.46335507,-100.29050336,9778.13,0.22,11.8,0xb2e
26047.052913407,31.56444234,-100.33174827,8711.68,0.82,8.4,0xa2e
26047.074411672,31.51382064,-100.25957986,11432.24,0.09,10.7,0xb2e
26047.107670453,31.5163388,-100.21886196,13500.13,0.02,15.0,0x96e
26047.111240808,31.5304584,-100.22857725,9215.47,0.68,10.4,0xb2a
26047.111761596,31.51733884,-100.2178564,11957.99,0.2,15.6,0xb6e
26047.113973276,31.478676,-100.20703988,9107.21,0.1,8.7,0xb0a
26047.121509094,31.54184002,-100.24795028,19579.91,0.72,9.2,0xb2a
26047.123419268,31.54489086,-100.26413272,13999.59,0.33,9.8,0xb2a
26047.129278497,31.46121761,-100.17810135,11572.19,0.16,16.3,0xb6e
26047.130476248,31.50425629,-100.21017551,14919.61,0.04,15.5,0x92e
26047.131993435,30.69694728,-99.68586245,75960.38,0.0,14.3,0x368
26047.141843881,31.56667147,-100.26834833,14841.68,0.08,12.5,0xb2e
26047.1426104,31.49524857,-100.20865047,19070.82,0.63,9.6,0xb2a
26047.143817112,31.56154786,-100.26420169,11281.65,0.07,14.8,0xb6e
26047.147417812,31.57138689,-100.2679104,12700.87,0.1,14.8,0xb6e
26047.14876044,31.56784192,-100.26593833,11184.93,0.08,16.1,0xb2e
26047.148930647,31.56585116,-100.26332813,12631.27,0.14,10.2,0x92a
26047.151417855,31.49542342,-100.21316695,11322.17,0.1,17.9,0xb6e
26047.151924701,31.4863738,-100.20794802,13416.14,0.29,11.3,0xb2a
26047.152288444,31.39030298,-100.14561095,43689.65,0.06,12.3,0x32c
26047.157912438,31.45763102,-100.19345906,19420.7,0.23,9.0,0x32a
26047.1673897,31.57232262,-100.26530612,7460.35,0.03,18.6,0xb46
26047.168290125,31.48190251,-100.20405001,12685.43,0.05,8.4,0xa2a
26047.168722782,31.47907099,-100.20060921,11218.85,0.22,12.8,0xb2e
26047.177044317,31.58069548,-100.26577012,9419.15,0.09,18.0,0xb6a
26047.190229236,31.60071668,-100.2648025,18456.12,0.24,9.9,0xb2a
26047.194554483,31.59876092,-100.25847853,13780.74,0.13,7.8,0xb2a
26047.198577197,31.67778306,-100.320108,9307.56,0.12,9.7,0x32a
26047.207074047,31.59059436,-100.24940107,14786.86,0.02,9.8,0x32e
26047.207734068,31.64862254,-100.27878988,9696.01,0.02,9.4,0x32a
26047.210767985,31.62075075,-100.27133276,7384.93,0.48,9.2,0x32a
26047.215641558,30.90238624,-99.66839639,24033.62,0.26,14.9,0x82e
26047.216655826,31.61363077,-100.25408502,9280.47,0.06,14.4,0xa6e
26047.217068405,31.61954008,-100.25457136,7693.35,0.33,12.5,0x346
26047.236282716,31.61800338,-100.23533059,12848.5,0.14,14.3,0xb6e
26047.239362248,31.62363003,-100.23932754,9826.98,0.02,14.7,0xa6c
26047.254633813,31.67057105,-100.25899016,6942.59,1.69,8.8,0x32a
26047.326830508,31.61310916,-100.12470483,15522.73,0.98,9.2,0x30e
26047.32927019,31.65341613,-100.15037618,12593.81,0.16,10.6,0x32a
26047.333634526,31.66621608,-100.18716142,13193.89,0.06,10.4,0x32a
26047.357404106,31.70160601,-100.20803012,10416.24,0.06,12.7,0xb2e
26047.362147223,31.66916163,-100.1722855,9259.03,0.0,8.0,0xa2a
26047.365232262,31.70839409,-100.20555563,10700.21,0.05,15.2,0xb2e
26047.368403999,31.68940599,-100.20109317,13632.23,0.02,10.9,0x32e
26047.369976429,31.70462932,-100.21986841,9370.72,0.13,12.7,0xb2e
26047.370500221,31.71103842,-100.20237378,18529.15,1.23,10.4,0xb2a
26047.376824458,31.7223784,-100.21800345,10197.59,0.2,12.2,0x32e
26047.383542709,31.69312227,-100.22490312,8597.26,0.13,10.3,0x32e
26047.40492108,31.75920586,-100.2530464,6941.0,1.41,10.1,0x32a
26047.594939413,33.76017232,-102.01873255,24808.37,0.09,-7.4,0x0ae
26047.873163928,31.8662084,-99.1596495,15524.17,0.18,14.0,0x32e
26047.87760134,31.80236896,-99.06954827,40199.19,1.51,10.7,0x30e
26048.08651178,33.69779797,-100.9266221,15780.37,1.6,-1.2,0x30e
26049.359972634,33.47977665,-101.76720175,24442.92,0.56,-6.8,0x2a6
26049.464124257,33.43853532,-99.63857355,57912.0,1.76,8.5,0x32a
26050.468528454,33.23894257,-98.4617414,10634.73,1.12,12.6,0x32a
26050.662913647,33.22802718,-98.27524906,10533.98,0.36,12.6,0x32a
26050.668728027,31.89373196,-99.2269154,14545.97,0.25,18.2,0x36e
26050.672802152,31.93573452,-99.28133412,9504.92,0.47,13.9,0x32e
26050.863741458,33.19712395,-98.2928713,13089.34,0.53,12.2,0x32a
26050.864677233,33.17214142,-98.15074388,12988.34,0.83,17.3,0xa2e
26051.024765164,33.17120704,-98.23848932,10370.58,0.36,10.7,0x32a
26052.984073267,33.7248411,-101.13297156,13873.45,0.83,-3.2,0x38a
26053.624102442,33.23022828,-98.31947245,15751.15,0.07,13.5,0x32a
26053.633578185,33.21781402,-98.2479024,10753.66,0.05,11.7,0x32a
26053.633806853,33.16624221,-97.9141819,19225.12,0.77,15.5,0xa6e
26053.640077605,33.22714398,-98.31377581,14148.22,0.07,11.7,0x32a
26055.225587374,33.84533721,-101.0907372,42432.92,0.32,9.0,0x0f4
26055.928531482,31.24957383,-100.18910054,21032.19,0.16,11.3,0xb2a
26056.040706438,31.30560577,-100.3222961,13346.8,0.09,17.0,0xa6e
26057.343960554,34.32763672,-102.45068305,51686.12,1.09,-5.5,0xa0e
26059.553322315,33.1872537,-98.31374576,12069.8,0.42,13.5,0xb2a
26059.594288129,35.0567577,-105.19651873,669021.09,0.08,17.2,0x2b2
26060.482229295,33.20708473,-98.33675983,10712.64,0.11,11.1,0x32a
26061.296245938,34.46478774,-101.90828223,94830.89,0.47,19.8,0x496
26061.759429253,33.68017911,-102.62377766,112752.31,0.03,-0.2,0xa4a
26062.18208758,31.92448353,-99.25151939,9337.7,0.88,13.0,0x32a
26062.197253531,31.89126573,-99.21502561,12893.8,0.45,15.3,0xb2a
26062.234411326,31.90418184,-99.2294935,23909.06,0.85,18.8,0xb6e
26062.247092215,31.90441843,-99.21657992,21276.53,1.1,16.3,0xb6e
26062.247883605,31.91415947,-99.22503048,22719.82,1.03,16.0,0xb0e
26062.269166,31.77835496,-99.03563773,18599.78,1.18,19.4,0xb6e
26062.271637061,31.90663018,-99.22390791,12760.82,0.93,15.2,0xb2a
26062.584387933,31.8784672,-99.23075646,15836.36,0.16,17.2,0xb6e
26062.58955885,31.89852539,-99.25792151,13055.67,0.34,15.2,0xb2e
26062.665665776,31.82247767,-99.1279083,19132.4,0.98,17.9,0xb6c
26064.240773285,31.18307394,-100.17713019,21350.5,1.03,11.3,0xb2a
26064.285678016,33.53814438,-101.63145667,139491.27,0.73,3.0,0x62a
26064.304044577,31.16394377,-100.17312301,16366.95,0.38,13.7,0x36e
26064.361228537,31.79789371,-99.17866613,31107.75,0.26,12.4,0x90e
26064.378643432,31.21620355,-100.20573563,19778.96,1.28,12.0,0xb2a
26064.406736259,31.21127177,-100.14474941,8624.05,1.24,12.1,0xb28
26064.490871181,33.21089174,-98.19562828,24281.35,1.14,10.8,0x32a
26064.881070601,31.15036414,-100.02791131,16448.82,0.32,13.4,0xb2e
26064.902904758,31.23711253,-100.12592305,16882.5,0.17,15.1,0xb2a
26064.953667401,31.2878952,-100.12877577,16144.71,0.19,13.1,0xb2a
26064.962101675,31.35728086,-100.18763862,7899.69,0.81,10.8,0x32a
26064.983985767,31.23713742,-100.06942124,21258.7,0.76,9.5,0x32e
26064.99767842,31.29261237,-100.10393321,19576.37,0.55,8.0,0xa2a
26065.004559467,31.30762849,-100.13082863,20303.61,0.8,12.8,0xb2a
26065.060900303,31.29862335,-100.1294258,14087.75,0.29,10.1,0xb2a
26065.126401096,31.28688029,-100.18915421,16032.54,0.34,11.0,0xb2a
26065.132104292,34.78556118,-101.51102795,636407.32,1.82,28.2,0x916
26065.134485757,31.33968104,-100.15403997,14964.71,0.34,12.4,0xb2a
26069.985734923,33.54375044,-100.16905389,21254.38,0.36,4.9,0x70a
26070.248881954,33.76487487,-101.3458878,10492.24,1.72,-5.6,0x30e
26070.780878751,31.87828552,-99.21107321,12479.43,0.04,20.6,0xb2a
26070.803942027,31.87349129,-99.20587802,17880.41,0.73,19.0,0xb2a
26070.861337715,31.84912821,-99.19915596,9892.54,0.01,16.4,0x32e
26070.862279423,31.83653675,-99.17903759,9981.14,0.06,12.5,0x32a
26070.881803891,31.82200414,-99.16229812,15016.71,0.18,10.2,0x32a
26070.898279284,31.84554251,-99.13436953,24417.78,1.1,15.8,0x92e
26070.94672588,31.87199806,-99.15680367,16888.89,0.51,17.6,0xb2a
26071.011792571,33.81890564,-101.75971552,5555.57,0.04,-0.6,0x6c4
26071.354499826,36.57321146,-103.68073199,558680.59,1.64,24.5,0x986
26072.359244222,33.8010225,-101.53857104,2034.74,1.84,-12.9,0x38a
26073.130904561,33.53452235,-101.76796473,17375.61,0.01,-4.6,0xb84
26073.296524296,34.33431869,-102.19451402,129267.93,0.74,11.1,0x0dc
26073.750649138,31.33215095,-100.2559863,16318.91,0.05,9.4,0xb2a
26073.765054218,31.26250668,-100.21364906,18443.44,0.01,9.2,0xb2a
26073.848512354,33.80461893,-101.9576675,3356.01,0.98,-15.8,0x21e
26073.916349461,31.26037386,-100.2285879,13701.76,0.12,10.1,0xb2a
26073.916771474,32.60131585,-101.14069056,15194.09,1.26,15.7,0xa4c
26074.137181806,31.43732838,-100.40573953,64294.89,0.63,21.9,0xb24
26074.137237465,31.78027382,-100.54832111,18810.32,0.3,15.7,0xa26
26074.137325916,31.2168246,-100.20798105,16854.02,0.1,12.6,0x32a
26074.137445932,31.20380217,-100.20139084,19758.76,0.49,11.9,0x32a
26074.137639214,33.16607751,-102.00677625,91985.86,0.01,8.2,0xa70
26074.137664213,33.49137671,-101.82330866,16122.57,0.06,-4.5,0x86c
26074.137710984,33.37582782,-101.52227308,46937.86,1.87,2.2,0xb48
26074.138753431,34.11214259,-102.81659486,70158.96,0.31,1.9,0x368
26074.145471385,31.24886336,-100.28034044,17966.21,0.67,10.6,0xb2a
26074.145922759,31.21405188,-100.27309553,11420.73,0.12,11.8,0xb2a
26074.147330093,31.2179282,-100.2747912,13991.12,0.18,14.9,0xb6a
26074.14746047,31.20822962,-100.26758518,10655.6,0.17,10.6,0xb28
26074.155487102,34.11299529,-102.14396983,84283.77,0.06,6.5,0x3b0
26074.422962744,31.18935037,-100.13099329,31796.77,1.39,13.8,0xb68
26074.423184185,31.26666535,-100.19043529,12110.85,0.03,12.2,0x32e
26074.423705071,31.35812816,-100.25992942,15084.61,0.11,17.0,0xa6e
26074.423844806,31.4369071,-100.32508715,7715.47,0.41,14.3,0x82e
26074.424153963,31.51173236,-100.35705662,9283.68,1.83,11.8,0x32a
26074.424386743,31.28401314,-100.21023951,16320.37,0.29,16.3,0x34a
26074.424496336,31.30608046,-100.22587325,15818.26,0.01,13.7,0x32a
26074.424843587,33.27466912,-101.26600187,83400.35,0.26,4.0,0x2aa
26074.424855299,33.74074623,-102.13716862,15554.84,0.25,-10.0,0x30e
26074.42495078,30.27911842,-99.62629497,81513.24,0.0,17.5,0x368
26074.425829345,31.30496521,-100.26099444,11803.06,0.11,18.1,0xb6e
26074.42599181,31.25351237,-100.23416076,15310.11,0.19,13.9,0x36e
26074.426377598,33.6745838,-102.32683492,21951.22,1.95,-2.8,0xa64
26074.458649386,33.21114292,-98.28477599,11807.09,0.15,14.1,0xb2a
26074.491507911,31.2277133,-100.20609508,15895.39,0.01,12.5,0x32a
26074.497410668,31.23823701,-100.21302283,16373.03,0.31,9.3,0xb2a
26074.621818642,31.63980602,-99.19868568,20732.03,0.46,9.3,0x32a
26075.018702566,34.00971514,-102.11692063,14743.44,0.83,-7.3,0x70a
26075.047087374,31.88586278,-99.19394332,14114.05,0.14,10.3,0x32a
26075.070281403,34.7734613,-111.8423217,338892.79,0.15,31.5,0xe44
26075.979813852,33.46897743,-101.35729594,33668.93,1.8,-2.4,0x896
26076.180770231,31.15309392,-100.30944692,17315.83,0.09,15.2,0xb2a
26076.468308178,31.27993662,-100.28547265,8009.97,1.75,19.8,0x346
26076.468409102,31.21149428,-100.24488159,9582.72,0.09,18.1,0xa6c
26076.469203527,33.67301923,-102.41590705,30176.08,1.82,-2.7,0x932
26076.469403226,31.12817527,-100.18262309,16676.36,0.82,11.1,0x32a
26076.50536329,34.00483586,-101.78467285,56980.98,0.82,-1.7,0xa1c
26076.574909172,31.19007142,-100.4267795,18309.63,0.0,8.7,0xa2a
26076.588724846,31.19728039,-100.42737358,15886.45,0.56,12.5,0xb2a
26077.020496054,33.996058,-102.21840924,45838.57,0.41,0.7,0xac8
26077.696422668,31.17933184,-100.15367201,19972.81,0.07,12.6,0xb2a
26077.741024109,31.20505602,-100.19621725,15593.45,0.35,12.6,0xb2e
26077.755127547,31.1688552,-100.18269564,14122.89,1.2,10.2,0x32a
26077.835036691,31.12155366,-100.18494809,11594.22,0.13,15.4,0xb6e
26077.849319326,31.13481434,-100.20977199,13941.58,0.21,15.7,0x36e
26077.869507817,31.12794853,-100.22365733,19744.83,0.01,8.8,0xb2a
26077.869936227,31.74890766,-100.58902236,15212.01,1.24,12.9,0x34a
26077.881570552,31.11225303,-100.21561061,15290.86,0.22,15.4,0xb6e
26077.881658158,31.12390157,-100.22448466,18572.51,0.0,10.3,0x32a
26077.89776439,31.11447561,-100.22480351,16848.1,0.18,21.2,0xb6e
26077.900537084,31.15083083,-100.2487128,15229.52,0.11,13.2,0x32a
26077.922326328,31.97668273,-99.17092217,11774.05,0.18,14.9,0x32e
26077.986472875,32.0399418,-99.29055291,9862.64,1.47,15.3,0x32e
26077.995937335,30.99042613,-100.17332744,13852.78,0.74,14.9,0xa6a
26078.055524139,32.00597309,-99.19152443,14331.96,0.2,10.8,0x32a
26078.127424274,32.02855484,-99.22656336,15000.16,0.03,10.5,0x32a
26078.137487468,33.26854705,-102.02853748,17914.66,0.0,3.5,0x178
26078.140663757,32.07309529,-99.2896854,13227.82,0.0,9.5,0x32a
26078.141031441,32.05285642,-99.26279955,13388.04,0.6,11.9,0xb2a
26079.874094337,31.84715666,-99.23048561,21329.79,0.82,18.8,0xb6e
26080.075791813,31.83996883,-99.25996835,10253.73,0.39,10.7,0x32a
26080.079987017,31.82922894,-99.24538058,13831.65,0.02,13.8,0x32e
26080.125087877,33.66739111,-100.77671669,17496.55,1.49,0.1,0x34a
26080.582557889,31.64083408,-102.21938533,222333.29,1.13,17.4,0x2cc
26080.759057629,33.12769365,-101.49833696,22258.21,0.44,3.1,0x26c
26080.770277316,31.37213672,-100.25502844,17203.07,0.24,9.3,0xb2a
26080.791146938,31.40479668,-100.24161431,18639.45,0.48,13.3,0x92e
26080.792144922,31.41581905,-100.25192118,8493.41,1.78,8.3,0xa2a
26080.794361333,31.36686471,-100.25545886,14228.22,0.46,15.0,0xb2a
26080.799596631,29.93991788,-99.28784203,105003.33,0.0,14.1,0x3a8
26080.805817112,31.36364225,-100.2000803,15592.02,0.95,9.8,0x32a
26080.811846953,31.49358517,-100.32880618,6970.29,0.49,18.4,0x362
26080.831108547,31.20207256,-100.08411795,19982.79,0.02,11.4,0xa2a
26080.848236849,20.04748805,-93.17157449,755983.72,0.09,29.0,0x32c
26080.867210501,31.44344851,-100.16652461,18052.57,0.62,14.6,0xb2a
26080.876830583,31.46056342,-100.17523696,11694.08,0.11,13.9,0xb6a
26080.878343254,31.45432444,-100.14732237,8183.62,1.1,9.0,0xb2a
26080.926026672,31.44314127,-100.09919674,18568.69,0.67,13.3,0xb2a
26080.926474309,31.43818939,-100.10681155,11707.81,0.22,11.3,0xb2a
26080.952225399,33.50641578,-100.24424747,282486.28,0.03,11.5,0x12e
26080.970746537,33.72715686,-102.11089956,19328.99,0.04,-11.4,0x98a
26080.971339306,31.34930399,-100.29141169,20203.44,0.67,9.2,0xb2a
26081.01529267,31.3826672,-100.28315966,7548.63,0.7,10.8,0x32e
26081.015937193,33.50702594,-102.18128162,52555.56,1.74,-3.9,0xa1a
26081.023533315,31.40143134,-100.29457964,10082.82,0.18,14.6,0xb6e
26081.074067731,31.41550687,-100.29282146,11147.99,0.3,11.4,0x34a
26081.076557793,31.47704832,-100.18674362,7391.24,0.31,12.9,0x82e
26081.076700384,31.40849071,-100.3194542,14289.74,0.68,10.3,0xb0a
26081.082914129,31.47094081,-100.33509041,14014.28,0.68,8.7,0xb2a
26081.104459969,31.26209939,-100.33308583,11583.45,0.15,12.0,0xb2a
26081.144573938,31.36923029,-99.99358221,18946.63,0.05,9.5,0x32a
26081.168839425,31.43918058,-100.04778703,11963.48,0.1,12.7,0x32e
26081.185944707,31.19598323,-100.26875338,23193.71,1.28,8.8,0xb2a
26081.25484282,31.48383101,-100.14797906,24161.82,0.87,14.1,0xa2e
26081.262182477,31.40142406,-100.06752034,8908.62,0.8,11.0,0x32a
26081.342549386,31.48478116,-100.19981278,13373.86,0.27,14.0,0x92c
26081.344019031,31.3450963,-99.99598236,20338.91,0.9,10.7,0xb2a
26081.357377953,31.44928867,-100.16816305,15327.33,0.38,13.6,0xb6e
26081.360180132,31.41052956,-100.13321113,7882.75,0.21,13.2,0x36a
26081.362230403,31.41565223,-100.14208222,26061.85,0.27,9.1,0x92a
26081.454671869,31.2800983,-98.35932537,15004.32,1.04,18.2,0x16e
26081.469774444,31.97178798,-99.33472558,7835.73,0.52,15.4,0x82e
26081.470457976,31.89839442,-99.22308833,15589.18,0.1,9.6,0xb2a
26081.480370203,31.89861317,-99.20874123,8953.17,1.93,12.6,0x32a
26081.501912597,31.91272261,-99.27623313,9737.78,1.75,17.9,0xb2e
26081.550633981,31.51412869,-99.94889469,20258.56,0.44,10.7,0x32a
26082.751716631,31.05078819,-100.51375234,27323.26,0.3,9.8,0xb2a
26084.866651838,32.59513229,-100.26575064,27398.17,0.37,4.8,0x31a
26086.10645764,33.76677991,-101.57471211,13588.09,0.0,-3.6,0x364
26087.681807409,31.27679886,-100.07193192,37103.38,0.51,9.7,0x32a
26087.706014605,31.33807146,-100.13202673,11242.68,0.13,17.7,0x968
26087.706278931,31.31669764,-100.11005394,16170.85,0.76,10.6,0xb2a
26087.720501966,30.39315658,-99.50809244,80306.69,0.25,17.2,0x32c
26087.889509558,31.38344723,-100.14325637,9404.15,0.31,12.8,0xa2e
26087.891371387,33.70486703,-101.7652517,23871.8,1.62,-8.5,0x172
26088.005382656,31.35441581,-100.07826494,12197.21,0.21,12.6,0xb2a
26088.016586642,33.58725419,-101.72572292,6881.52,0.15,-7.3,0x9a4
26088.413833349,31.31275334,-100.25357625,8176.01,1.06,7.3,0x32a
26088.441923812,31.20812301,-100.1717268,13620.99,0.06,13.2,0xb2a
26088.564933164,31.25749113,-100.19732074,17480.15,0.23,12.3,0xb2a
26089.914713639,32.50369573,-100.41645933,246468.37,0.17,10.1,0x338
26090.429987162,31.89635989,-99.17464985,9276.57,0.1,12.3,0x32a
26090.51666909,33.85298977,-101.91306169,25066.63,1.25,0.4,0x11e
26090.563098187,31.83497715,-99.14371034,10102.92,0.74,15.4,0xb26
26090.582678417,31.95412609,-99.29439902,8086.8,1.56,19.1,0x32e
26090.583046663,31.85497932,-99.17231933,18488.62,0.26,23.2,0xb2a
26090.583313163,31.79326499,-99.09266225,12257.7,0.15,19.8,0xb2a
26090.611771145,31.86963961,-99.19350502,28561.69,0.14,11.8,0x32a
26093.036890389,33.26124661,-98.59095099,17427.86,0.01,11.0,0x32a
26093.123570262,33.65869179,-100.69691426,17854.19,0.98,2.1,0xb0a
26094.127317858,31.88608409,-99.215165,19781.21,0.36,10.0,0x32a
26094.133925537,31.80828155,-99.19739588,17653.95,0.56,20.9,0xb6e
26094.135824099,31.82838916,-99.24279592,13913.22,1.63,16.9,0xb2c
26094.136758605,31.9514621,-99.31483551,15145.46,0.61,16.5,0x92c
26094.151238739,31.89074093,-99.21648588,16206.29,0.02,13.1,0x32a
26094.195583694,31.97314366,-99.34386857,25250.76,1.35,10.4,0x32a
26094.20951856,31.89853983,-99.24134873,11880.17,0.49,18.7,0xb2a
26094.211119284,31.95639879,-99.31664189,10328.5,1.24,20.5,0xb26
26094.221490112,31.65574968,-98.91670441,28106.27,0.14,13.4,0x32a
26094.227005726,31.93501468,-99.29049473,8337.93,0.46,10.7,0x32a
26094.233652045,31.90013909,-99.24382338,14191.02,0.56,13.0,0xb2a
26094.235201494,31.90118734,-99.24030675,18031.37,0.85,11.8,0x32a
26094.237512017,31.91322224,-99.25977976,8424.65,0.57,11.6,0x22e
26094.237720432,31.9042569,-99.25123967,13677.01,0.14,15.5,0xb6e
26094.241047272,31.97683399,-99.34890183,8156.88,1.9,10.1,0x32a
26094.242475569,31.88999675,-99.23020709,14518.52,0.17,16.7,0xb2e
26094.250510328,31.89725265,-99.25170237,13263.83,0.13,18.4,0xb6e
26094.261718172,31.89112795,-99.27361511,9710.3,0.43,11.6,0x32a
26094.264348383,31.79414707,-99.18970932,16792.81,0.8,14.2,0xb2a
26094.291538099,31.86470038,-99.25288305,17255.66,1.11,11.4,0x32a
26094.463544138,33.20266217,-100.37851965,84051.06,0.02,11.2,0x964
26094.464173699,33.27591567,-101.34294022,23898.12,1.76,-2.2,0xb06
26094.473794016,31.87585581,-99.27629915,10144.7,0.38,17.8,0xb2a
26094.474222106,31.86300897,-99.2641726,17944.01,0.6,12.1,0xb2a
26095.57815509,33.80231044,-101.80854791,23032.63,1.17,-4.1,0x692
26095.969890072,33.92751298,-102.30196564,66257.17,0.51,-2.8,0xa92
26097.336902381,33.71731713,-101.97674841,16109.45,1.54,-2.0,0x29c
26097.820841383,33.75882867,-102.06560701,40044.57,0.77,0.2,0x2b4
26098.251606092,33.16196878,-98.2694693,11129.99,0.25,14.0,0xb2a
26098.547118168,33.84710142,-101.72499779,4101.21,1.19,-13.5,0x352
26098.678678509,31.23924309,-100.2379641,12854.2,0.5,10.8,0xb2a
26098.810681478,33.48344847,-101.55176221,13380.32,0.45,10.0,0x598
26099.282619293,31.27041837,-100.20027844,20783.54,0.66,11.0,0x32a
26099.28482129,31.2686164,-100.19913255,23474.28,0.4,9.9,0xb2a
26099.293011281,31.27881481,-100.21626828,21037.7,0.19,12.5,0xb2a
26099.389330588,31.21446854,-100.23800172,21724.78,0.17,10.8,0xa2a
26099.391258181,31.24689633,-100.26818198,12003.59,0.14,15.8,0xb2e
26099.402945057,31.21503792,-100.21996981,19807.34,0.08,11.9,0xb2a
26099.404293288,31.20965306,-100.21612323,17154.23,0.01,11.6,0x32a
26099.410087676,31.24746124,-100.2755203,21438.75,0.08,8.7,0xb2a
26099.410414452,31.20912505,-100.25083856,11582.98,0.1,18.4,0xb2e
26099.414631728,31.27194514,-100.29541809,13397.13,0.23,14.6,0xb2a
26099.43824235,31.42268297,-100.41077535,8297.6,0.2,9.3,0x32a
26099.488742019,31.29632868,-100.19216133,21000.52,0.0,9.6,0xb2a
26099.505332297,31.30049712,-100.18822243,19126.02,0.83,13.0,0xb2a
26099.510136135,31.41932001,-100.21362407,19349.69,0.37,10.1,0x266
26099.535101149,31.29975547,-100.16645921,15009.39,0.46,12.3,0xb2a
26099.543271837,31.32516441,-100.17701784,8784.54,0.39,10.8,0x16a
26099.546120914,31.32725618,-100.26333999,14435.02,0.46,9.3,0x32a
26099.550964859,31.21680337,-100.05562684,20123.49,0.43,14.2,0xb2a
26099.559341231,31.30512373,-100.26122177,7876.4,0.31,14.3,0xb2a
26099.561579502,31.33304338,-100.14004205,12749.47,0.15,16.0,0xb6e
26099.572099506,31.27863489,-100.27815721,17381.33,0.03,7.8,0xa2a
26099.572923549,31.2842698,-100.1084417,12753.25,0.1,18.6,0xb6e
26099.578421846,31.00471655,-100.03672235,20398.21,1.77,9.8,0x32a
26099.649509265,31.40421915,-100.19289664,15309.59,0.27,12.1,0xb2a
26099.650155705,31.41033382,-100.19526911,7700.04,0.31,14.0,0xb2a
26099.650331067,31.44618424,-100.22026016,8861.42,1.52,11.1,0xb2a
